Image,Mask
E:\MedicalData\HVSMR2016\traindata/Image/1_467.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_467.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_468.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_468.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_469.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_469.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_47.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_47.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_470.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_470.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_471.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_471.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_472.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_472.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_473.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_473.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_474.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_474.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_475.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_475.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_476.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_476.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_477.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_477.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_478.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_478.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_479.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_479.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_48.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_48.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_480.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_480.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_481.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_481.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_482.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_482.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_483.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_483.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_484.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_484.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_485.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_485.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_486.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_486.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_487.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_487.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_488.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_488.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_489.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_489.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_49.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_49.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_490.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_490.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_491.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_491.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_492.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_492.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_493.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_493.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_494.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_494.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_495.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_495.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_496.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_496.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_497.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_497.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_498.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_498.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_499.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_499.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_5.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_5.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_50.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_50.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_500.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_500.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_501.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_501.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_502.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_502.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_503.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_503.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_504.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_504.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_505.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_505.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_506.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_506.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_507.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_507.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_508.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_508.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_509.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_509.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_51.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_51.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_510.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_510.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_511.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_511.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_512.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_512.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_513.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_513.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_514.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_514.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_515.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_515.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_516.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_516.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_517.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_517.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_518.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_518.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_519.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_519.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_52.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_52.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_520.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_520.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_521.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_521.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_522.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_522.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_523.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_523.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_524.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_524.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_525.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_525.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_526.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_526.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_527.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_527.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_528.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_528.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_529.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_529.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_53.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_53.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_530.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_530.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_531.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_531.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_532.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_532.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_533.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_533.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_534.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_534.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_535.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_535.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_536.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_536.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_537.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_537.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_538.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_538.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_539.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_539.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_54.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_54.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_540.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_540.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_541.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_541.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_542.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_542.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_543.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_543.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_544.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_544.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_545.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_545.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_546.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_546.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_547.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_547.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_548.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_548.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_549.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_549.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_55.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_55.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_550.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_550.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_551.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_551.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_552.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_552.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_553.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_553.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_554.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_554.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_555.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_555.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_556.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_556.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_557.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_557.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_558.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_558.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_559.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_559.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_56.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_56.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_560.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_560.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_561.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_561.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_562.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_562.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_563.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_563.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_564.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_564.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_565.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_565.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_566.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_566.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_567.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_567.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_568.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_568.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_569.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_569.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_57.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_57.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_570.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_570.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_571.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_571.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_572.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_572.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_573.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_573.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_574.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_574.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_575.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_575.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_576.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_576.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_577.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_577.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_578.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_578.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_579.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_579.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_58.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_58.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_580.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_580.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_581.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_581.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_582.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_582.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_583.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_583.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_584.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_584.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_585.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_585.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_586.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_586.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_587.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_587.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_588.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_588.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_589.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_589.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_59.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_59.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_590.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_590.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_591.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_591.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_592.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_592.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_593.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_593.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_594.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_594.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_595.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_595.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_596.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_596.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_597.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_597.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_598.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_598.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_599.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_599.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_6.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_6.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_60.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_60.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_600.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_600.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_601.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_601.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_602.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_602.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_603.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_603.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_604.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_604.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_605.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_605.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_606.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_606.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_607.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_607.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_608.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_608.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_609.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_609.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_61.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_61.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_610.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_610.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_611.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_611.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_612.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_612.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_613.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_613.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_614.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_614.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_615.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_615.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_616.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_616.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_617.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_617.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_618.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_618.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_619.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_619.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_62.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_62.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_620.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_620.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_621.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_621.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_622.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_622.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_623.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_623.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_624.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_624.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_625.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_625.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_626.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_626.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_627.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_627.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_628.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_628.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_629.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_629.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_63.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_63.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_630.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_630.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_631.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_631.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_632.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_632.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_633.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_633.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_634.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_634.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_635.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_635.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_636.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_636.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_637.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_637.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_638.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_638.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_639.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_639.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_64.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_64.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_640.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_640.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_641.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_641.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_642.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_642.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_643.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_643.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_644.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_644.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_645.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_645.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_646.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_646.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_647.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_647.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_648.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_648.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_649.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_649.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_65.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_65.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_650.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_650.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_651.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_651.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_652.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_652.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_653.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_653.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_654.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_654.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_655.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_655.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_656.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_656.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_657.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_657.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_658.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_658.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_659.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_659.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_66.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_66.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_660.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_660.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_661.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_661.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_662.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_662.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_663.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_663.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_664.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_664.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_665.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_665.npy
E:\MedicalData\HVSMR2016\traindata/Image/1_666.npy,E:\MedicalData\HVSMR2016\traindata/Mask/1_666.npy
